asset,total_hours,hours_with_generation,hours_with_rt_price,hours_with_da_price,hours_with_rt_revenue,hours_with_da_revenue,start_date,end_date,avg_generation_mw,avg_price_rt,avg_price_da,min_price_rt,max_price_rt,min_price_da,max_price_da,total_revenue_rt,total_revenue_da,revenue_difference_rt_minus_da,revenue_difference_pct,avg_revenue_per_hour_rt,avg_revenue_per_hour_da,negative_price_hours_rt,negative_price_pct_rt,negative_price_hours_da,negative_price_pct_da
Albemarle_Beach_Solar,398213,398213,116154,116182,116154,116182,1980-01-01,2025-05-31 22:00:00,27.766331026857326,38.25073109836941,38.714227160833865,-231.62,984.48,4.24,975.56,130223028.54816529,134570214.23981884,-4347185.69165355,-3.2304219148424544,1121.1239264094675,1158.270766898649,155,0.1334435318628717,0,0.0
